#"Progress (%)"	"Step"	"Speed (ns/day)"	"Time Remaining"
: 50.0%	5000	41.7	1:06:14
: 60.0%	6000	41.8	42:29
: 70.0%	7000	41.8	26:36
: 80.0%	8000	41.8	15:14
: 90.0%	9000	41.8	6:40
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	7:08:54
: 30.0%	3000	42.1	3:07:43
: 40.0%	4000	42.2	1:47:19
: 50.0%	5000	42.3	1:07:06
: 60.0%	6000	42.4	42:57
: 70.0%	7000	42.5	26:51
: 80.0%	8000	42.5	15:21
: 90.0%	9000	42.6	6:43
: 100.0%	10000	42.7	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	7:12:14
: 30.0%	3000	41.7	3:09:30
: 40.0%	4000	41.7	1:48:30
: 50.0%	5000	41.7	1:07:57
: 60.0%	6000	41.8	43:35
: 70.0%	7000	41.8	27:17
: 80.0%	8000	41.8	15:37
: 90.0%	9000	41.8	6:51
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	7:19:55
: 30.0%	3000	42.1	3:12:32
: 40.0%	4000	42.2	1:50:04
: 50.0%	5000	42.3	1:08:49
: 60.0%	6000	42.4	44:03
: 70.0%	7000	42.4	27:33
: 80.0%	8000	42.5	15:44
: 90.0%	9000	42.6	6:53
: 100.0%	10000	42.7	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	7:23:15
: 30.0%	3000	41.7	3:14:20
: 40.0%	4000	41.7	1:51:16
: 50.0%	5000	41.7	1:09:41
: 60.0%	6000	41.8	44:41
: 70.0%	7000	41.8	27:59
: 80.0%	8000	41.8	16:01
: 90.0%	9000	41.8	7:01
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	7:30:56
: 30.0%	3000	42.1	3:17:21
: 40.0%	4000	42.2	1:52:49
: 50.0%	5000	42.3	1:10:32
: 60.0%	6000	42.3	45:09
: 70.0%	7000	42.4	28:14
: 80.0%	8000	42.5	16:08
: 90.0%	9000	42.6	7:03
: 100.0%	10000	42.7	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	7:34:14
: 30.0%	3000	41.7	3:19:08
: 40.0%	4000	41.7	1:54:01
: 50.0%	5000	41.7	1:11:24
: 60.0%	6000	41.8	45:47
: 70.0%	7000	41.8	28:40
: 80.0%	8000	41.8	16:25
: 90.0%	9000	41.8	7:11
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	7:41:58
: 30.0%	3000	42.1	3:22:11
: 40.0%	4000	42.2	1:55:34
: 50.0%	5000	42.2	1:12:15
: 60.0%	6000	42.3	46:16
: 70.0%	7000	42.4	28:55
: 80.0%	8000	42.5	16:32
: 90.0%	9000	42.6	7:14
: 100.0%	10000	42.7	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	7:45:16
: 30.0%	3000	41.7	3:23:57
: 40.0%	4000	41.7	1:56:46
: 50.0%	5000	41.7	1:13:07
: 60.0%	6000	41.8	46:53
: 70.0%	7000	41.8	29:22
: 80.0%	8000	41.8	16:48
: 90.0%	9000	41.8	7:22
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	7:53:01
: 30.0%	3000	42.1	3:27:01
: 40.0%	4000	42.1	1:58:20
: 50.0%	5000	42.2	1:13:59
: 60.0%	6000	42.3	47:22
: 70.0%	7000	42.4	29:37
: 80.0%	8000	42.5	16:55
: 90.0%	9000	42.6	7:24
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	7:56:20
: 30.0%	3000	41.7	3:28:48
: 40.0%	4000	41.7	1:59:32
: 50.0%	5000	41.7	1:14:51
: 60.0%	6000	41.8	47:59
: 70.0%	7000	41.8	30:03
: 80.0%	8000	41.8	17:12
: 90.0%	9000	41.8	7:32
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	8:03:55
: 30.0%	3000	42.1	3:31:47
: 40.0%	4000	42.2	2:01:04
: 50.0%	5000	42.2	1:15:41
: 60.0%	6000	42.3	48:27
: 70.0%	7000	42.4	30:18
: 80.0%	8000	42.5	17:19
: 90.0%	9000	42.6	7:34
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	8:07:14
: 30.0%	3000	41.7	3:33:33
: 40.0%	4000	41.7	2:02:15
: 50.0%	5000	41.8	1:16:32
: 60.0%	6000	41.8	49:05
: 70.0%	7000	41.8	30:44
: 80.0%	8000	41.8	17:35
: 90.0%	9000	41.8	7:42
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	8:14:53
: 30.0%	3000	42.1	3:36:35
: 40.0%	4000	42.2	2:03:48
: 50.0%	5000	42.2	1:17:24
: 60.0%	6000	42.3	49:33
: 70.0%	7000	42.4	30:59
: 80.0%	8000	42.5	17:42
: 90.0%	9000	42.5	7:45
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	8:18:12
: 30.0%	3000	41.7	3:38:21
: 40.0%	4000	41.7	2:05:00
: 50.0%	5000	41.8	1:18:16
: 60.0%	6000	41.8	50:11
: 70.0%	7000	41.8	31:25
: 80.0%	8000	41.8	17:59
: 90.0%	9000	41.8	7:53
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	8:25:55
: 30.0%	3000	42.1	3:41:25
: 40.0%	4000	42.1	2:06:34
: 50.0%	5000	42.2	1:19:07
: 60.0%	6000	42.3	50:39
: 70.0%	7000	42.4	31:40
: 80.0%	8000	42.4	18:06
: 90.0%	9000	42.5	7:55
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	8:29:13
: 30.0%	3000	41.7	3:43:10
: 40.0%	4000	41.7	2:07:45
: 50.0%	5000	41.8	1:19:59
: 60.0%	6000	41.8	51:17
: 70.0%	7000	41.8	32:06
: 80.0%	8000	41.8	18:22
: 90.0%	9000	41.8	8:03
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	8:36:53
: 30.0%	3000	42.1	3:46:13
: 40.0%	4000	42.1	2:09:18
: 50.0%	5000	42.2	1:20:50
: 60.0%	6000	42.3	51:45
: 70.0%	7000	42.4	32:21
: 80.0%	8000	42.4	18:29
: 90.0%	9000	42.5	8:05
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	8:40:12
: 30.0%	3000	41.7	3:47:59
: 40.0%	4000	41.7	2:10:31
: 50.0%	5000	41.8	1:21:42
: 60.0%	6000	41.8	52:23
: 70.0%	7000	41.8	32:47
: 80.0%	8000	41.8	18:46
: 90.0%	9000	41.8	8:13
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	8:47:55
: 30.0%	3000	42.1	3:51:02
: 40.0%	4000	42.1	2:12:03
: 50.0%	5000	42.2	1:22:34
: 60.0%	6000	42.3	52:51
: 70.0%	7000	42.4	33:02
: 80.0%	8000	42.4	18:53
: 90.0%	9000	42.5	8:16
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	8:51:15
: 30.0%	3000	41.7	3:52:49
: 40.0%	4000	41.7	2:13:16
: 50.0%	5000	41.8	1:23:26
: 60.0%	6000	41.8	53:29
: 70.0%	7000	41.8	33:29
: 80.0%	8000	41.8	19:10
: 90.0%	9000	41.8	8:24
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	8:58:57
: 30.0%	3000	42.1	3:55:52
: 40.0%	4000	42.1	2:14:49
: 50.0%	5000	42.2	1:24:17
: 60.0%	6000	42.3	53:57
: 70.0%	7000	42.3	33:44
: 80.0%	8000	42.4	19:17
: 90.0%	9000	42.5	8:26
: 100.0%	10000	42.6	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	9:02:14
: 30.0%	3000	41.7	3:57:38
: 40.0%	4000	41.8	2:16:00
: 50.0%	5000	41.8	1:25:09
: 60.0%	6000	41.8	54:35
: 70.0%	7000	41.8	34:10
: 80.0%	8000	41.8	19:33
: 90.0%	9000	41.8	8:34
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	9:09:57
: 30.0%	3000	42	4:00:40
: 40.0%	4000	42.1	2:17:34
: 50.0%	5000	42.2	1:26:00
: 60.0%	6000	42.3	55:03
: 70.0%	7000	42.3	34:25
: 80.0%	8000	42.4	19:40
: 90.0%	9000	42.5	8:36
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	9:13:13
: 30.0%	3000	41.7	4:02:26
: 40.0%	4000	41.8	2:18:45
: 50.0%	5000	41.8	1:26:51
: 60.0%	6000	41.8	55:41
: 70.0%	7000	41.8	34:51
: 80.0%	8000	41.8	19:57
: 90.0%	9000	41.8	8:44
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	9:20:55
: 30.0%	3000	42	4:05:28
: 40.0%	4000	42.1	2:20:19
: 50.0%	5000	42.2	1:27:43
: 60.0%	6000	42.3	56:09
: 70.0%	7000	42.3	35:06
: 80.0%	8000	42.4	20:04
: 90.0%	9000	42.5	8:47
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	9:24:13
: 30.0%	3000	41.7	4:07:14
: 40.0%	4000	41.8	2:21:30
: 50.0%	5000	41.8	1:28:35
: 60.0%	6000	41.8	56:47
: 70.0%	7000	41.8	35:32
: 80.0%	8000	41.8	20:20
: 90.0%	9000	41.8	8:54
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	9:31:55
: 30.0%	3000	42	4:10:17
: 40.0%	4000	42.1	2:23:04
: 50.0%	5000	42.2	1:29:26
: 60.0%	6000	42.2	57:15
: 70.0%	7000	42.3	35:48
: 80.0%	8000	42.4	20:27
: 90.0%	9000	42.4	8:57
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	9:35:14
: 30.0%	3000	41.7	4:12:03
: 40.0%	4000	41.8	2:24:15
: 50.0%	5000	41.8	1:30:18
: 60.0%	6000	41.8	57:53
: 70.0%	7000	41.8	36:14
: 80.0%	8000	41.8	20:44
: 90.0%	9000	41.8	9:05
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	9:42:58
: 30.0%	3000	42	4:15:07
: 40.0%	4000	42.1	2:25:49
: 50.0%	5000	42.2	1:31:10
: 60.0%	6000	42.2	58:22
: 70.0%	7000	42.3	36:29
: 80.0%	8000	42.4	20:51
: 90.0%	9000	42.4	9:07
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	9:46:17
: 30.0%	3000	41.7	4:16:54
: 40.0%	4000	41.8	2:27:02
: 50.0%	5000	41.8	1:32:02
: 60.0%	6000	41.8	58:59
: 70.0%	7000	41.8	36:55
: 80.0%	8000	41.8	21:08
: 90.0%	9000	41.8	9:15
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	9:53:58
: 30.0%	3000	42	4:19:56
: 40.0%	4000	42.1	2:28:34
: 50.0%	5000	42.2	1:32:53
: 60.0%	6000	42.2	59:28
: 70.0%	7000	42.3	37:10
: 80.0%	8000	42.4	21:15
: 90.0%	9000	42.4	9:18
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	9:57:19
: 30.0%	3000	41.7	4:21:43
: 40.0%	4000	41.8	2:29:46
: 50.0%	5000	41.8	1:33:45
: 60.0%	6000	41.8	1:00:05
: 70.0%	7000	41.8	37:36
: 80.0%	8000	41.8	21:31
: 90.0%	9000	41.8	9:25
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	10:04:58
: 30.0%	3000	42	4:24:45
: 40.0%	4000	42.1	2:31:20
: 50.0%	5000	42.2	1:34:36
: 60.0%	6000	42.2	1:00:34
: 70.0%	7000	42.3	37:51
: 80.0%	8000	42.4	21:38
: 90.0%	9000	42.4	9:28
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	10:08:18
: 30.0%	3000	41.8	4:26:32
: 40.0%	4000	41.8	2:32:32
: 50.0%	5000	41.8	1:35:28
: 60.0%	6000	41.8	1:01:11
: 70.0%	7000	41.8	38:18
: 80.0%	8000	41.8	21:55
: 90.0%	9000	41.8	9:36
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	10:16:01
: 30.0%	3000	42	4:29:35
: 40.0%	4000	42.1	2:34:05
: 50.0%	5000	42.2	1:36:20
: 60.0%	6000	42.2	1:01:40
: 70.0%	7000	42.3	38:33
: 80.0%	8000	42.3	22:02
: 90.0%	9000	42.4	9:38
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	10:19:20
: 30.0%	3000	41.8	4:31:22
: 40.0%	4000	41.8	2:35:17
: 50.0%	5000	41.8	1:37:12
: 60.0%	6000	41.8	1:02:18
: 70.0%	7000	41.8	38:59
: 80.0%	8000	41.8	22:18
: 90.0%	9000	41.8	9:46
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	10:27:03
: 30.0%	3000	42	4:34:24
: 40.0%	4000	42.1	2:36:51
: 50.0%	5000	42.1	1:38:03
: 60.0%	6000	42.2	1:02:46
: 70.0%	7000	42.3	39:14
: 80.0%	8000	42.3	22:25
: 90.0%	9000	42.4	9:49
: 100.0%	10000	42.5	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	10:30:21
: 30.0%	3000	41.8	4:36:11
: 40.0%	4000	41.8	2:38:02
: 50.0%	5000	41.8	1:38:55
: 60.0%	6000	41.8	1:03:24
: 70.0%	7000	41.8	39:40
: 80.0%	8000	41.8	22:42
: 90.0%	9000	41.8	9:56
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	10:38:01
: 30.0%	3000	42	4:39:12
: 40.0%	4000	42.1	2:39:35
: 50.0%	5000	42.1	1:39:46
: 60.0%	6000	42.2	1:03:52
: 70.0%	7000	42.3	39:55
: 80.0%	8000	42.3	22:49
: 90.0%	9000	42.4	9:59
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	10:41:18
: 30.0%	3000	41.8	4:40:58
: 40.0%	4000	41.8	2:40:46
: 50.0%	5000	41.8	1:40:37
: 60.0%	6000	41.8	1:04:29
: 70.0%	7000	41.8	40:21
: 80.0%	8000	41.8	23:05
: 90.0%	9000	41.8	10:07
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	10:49:00
: 30.0%	3000	42	4:44:00
: 40.0%	4000	42.1	2:42:20
: 50.0%	5000	42.1	1:41:29
: 60.0%	6000	42.2	1:04:58
: 70.0%	7000	42.3	40:37
: 80.0%	8000	42.3	23:12
: 90.0%	9000	42.4	10:09
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	10:52:18
: 30.0%	3000	41.8	4:45:46
: 40.0%	4000	41.8	2:43:31
: 50.0%	5000	41.8	1:42:20
: 60.0%	6000	41.8	1:05:35
: 70.0%	7000	41.8	41:03
: 80.0%	8000	41.8	23:29
: 90.0%	9000	41.8	10:17
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	11:00:01
: 30.0%	3000	42	4:48:50
: 40.0%	4000	42.1	2:45:05
: 50.0%	5000	42.1	1:43:12
: 60.0%	6000	42.2	1:06:04
: 70.0%	7000	42.3	41:18
: 80.0%	8000	42.3	23:36
: 90.0%	9000	42.4	10:19
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	11:03:20
: 30.0%	3000	41.8	4:50:36
: 40.0%	4000	41.8	2:46:17
: 50.0%	5000	41.8	1:44:04
: 60.0%	6000	41.8	1:06:42
: 70.0%	7000	41.8	41:44
: 80.0%	8000	41.8	23:53
: 90.0%	9000	41.8	10:27
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	11:11:03
: 30.0%	3000	42	4:53:40
: 40.0%	4000	42.1	2:47:51
: 50.0%	5000	42.1	1:44:56
: 60.0%	6000	42.2	1:07:10
: 70.0%	7000	42.2	41:59
: 80.0%	8000	42.3	24:00
: 90.0%	9000	42.4	10:30
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	11:14:24
: 30.0%	3000	41.8	4:55:26
: 40.0%	4000	41.8	2:49:02
: 50.0%	5000	41.8	1:45:48
: 60.0%	6000	41.8	1:07:48
: 70.0%	7000	41.8	42:26
: 80.0%	8000	41.8	24:16
: 90.0%	9000	41.8	10:38
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	11:22:06
: 30.0%	3000	42	4:58:30
: 40.0%	4000	42.1	2:50:36
: 50.0%	5000	42.1	1:46:39
: 60.0%	6000	42.2	1:08:16
: 70.0%	7000	42.2	42:41
: 80.0%	8000	42.3	24:23
: 90.0%	9000	42.3	10:40
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.7	11:25:25
: 30.0%	3000	41.8	5:00:16
: 40.0%	4000	41.8	2:51:49
: 50.0%	5000	41.8	1:47:31
: 60.0%	6000	41.8	1:08:54
: 70.0%	7000	41.8	43:07
: 80.0%	8000	41.8	24:40
: 90.0%	9000	41.8	10:48
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	11:33:07
: 30.0%	3000	42	5:03:19
: 40.0%	4000	42.1	2:53:22
: 50.0%	5000	42.1	1:48:23
: 60.0%	6000	42.2	1:09:23
: 70.0%	7000	42.2	43:22
: 80.0%	8000	42.3	24:47
: 90.0%	9000	42.3	10:50
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.8	11:36:24
: 30.0%	3000	41.8	5:05:04
: 40.0%	4000	41.8	2:54:33
: 50.0%	5000	41.8	1:49:14
: 60.0%	6000	41.8	1:10:00
: 70.0%	7000	41.8	43:48
: 80.0%	8000	41.8	25:04
: 90.0%	9000	41.8	10:58
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	11:44:05
: 30.0%	3000	42	5:08:07
: 40.0%	4000	42.1	2:56:06
: 50.0%	5000	42.1	1:50:05
: 60.0%	6000	42.2	1:10:28
: 70.0%	7000	42.2	44:03
: 80.0%	8000	42.3	25:11
: 90.0%	9000	42.3	11:01
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.8	11:47:23
: 30.0%	3000	41.8	5:09:53
: 40.0%	4000	41.8	2:57:18
: 50.0%	5000	41.8	1:50:57
: 60.0%	6000	41.8	1:11:06
: 70.0%	7000	41.8	44:29
: 80.0%	8000	41.8	25:27
: 90.0%	9000	41.8	11:09
: 100.0%	10000	41.8	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	11:55:05
: 30.0%	3000	42	5:12:55
: 40.0%	4000	42.1	2:58:51
: 50.0%	5000	42.1	1:51:48
: 60.0%	6000	42.2	1:11:34
: 70.0%	7000	42.2	44:44
: 80.0%	8000	42.3	25:34
: 90.0%	9000	42.3	11:11
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.7	--
: 20.0%	2000	41.8	11:58:23
: 30.0%	3000	41.8	5:14:40
: 40.0%	4000	41.8	3:00:02
: 50.0%	5000	41.8	1:52:40
: 60.0%	6000	41.8	1:12:11
: 70.0%	7000	41.8	45:10
: 80.0%	8000	41.8	25:50
: 90.0%	9000	41.8	11:19
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	12:05:55
: 30.0%	3000	42	5:17:40
: 40.0%	4000	42.1	3:01:34
: 50.0%	5000	42.1	1:53:30
: 60.0%	6000	42.2	1:12:39
: 70.0%	7000	42.2	45:25
: 80.0%	8000	42.3	25:57
: 90.0%	9000	42.3	11:21
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	12:09:12
: 30.0%	3000	41.8	5:19:25
: 40.0%	4000	41.8	3:02:45
: 50.0%	5000	41.8	1:54:21
: 60.0%	6000	41.8	1:13:16
: 70.0%	7000	41.8	45:51
: 80.0%	8000	41.8	26:14
: 90.0%	9000	41.8	11:29
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	12:16:50
: 30.0%	3000	42	5:22:27
: 40.0%	4000	42.1	3:04:18
: 50.0%	5000	42.1	1:55:12
: 60.0%	6000	42.2	1:13:45
: 70.0%	7000	42.2	46:06
: 80.0%	8000	42.3	26:21
: 90.0%	9000	42.3	11:31
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	12:20:10
: 30.0%	3000	41.8	5:24:13
: 40.0%	4000	41.8	3:05:30
: 50.0%	5000	41.8	1:56:04
: 60.0%	6000	41.8	1:14:23
: 70.0%	7000	41.8	46:32
: 80.0%	8000	41.8	26:37
: 90.0%	9000	41.8	11:39
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	12:27:53
: 30.0%	3000	42	5:27:16
: 40.0%	4000	42.1	3:07:03
: 50.0%	5000	42.1	1:56:56
: 60.0%	6000	42.2	1:14:51
: 70.0%	7000	42.2	46:47
: 80.0%	8000	42.3	26:44
: 90.0%	9000	42.3	11:42
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	12:31:13
: 30.0%	3000	41.8	5:29:03
: 40.0%	4000	41.8	3:08:15
: 50.0%	5000	41.8	1:57:48
: 60.0%	6000	41.8	1:15:29
: 70.0%	7000	41.8	47:14
: 80.0%	8000	41.8	27:01
: 90.0%	9000	41.8	11:50
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	12:38:52
: 30.0%	3000	42	5:32:05
: 40.0%	4000	42.1	3:09:48
: 50.0%	5000	42.1	1:58:39
: 60.0%	6000	42.2	1:15:57
: 70.0%	7000	42.2	47:29
: 80.0%	8000	42.3	27:08
: 90.0%	9000	42.3	11:52
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	12:42:15
: 30.0%	3000	41.8	5:33:52
: 40.0%	4000	41.8	3:11:01
: 50.0%	5000	41.8	1:59:31
: 60.0%	6000	41.8	1:16:35
: 70.0%	7000	41.8	47:55
: 80.0%	8000	41.8	27:25
: 90.0%	9000	41.8	12:00
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	12:49:54
: 30.0%	3000	42	5:36:54
: 40.0%	4000	42.1	3:12:33
: 50.0%	5000	42.1	2:00:22
: 60.0%	6000	42.2	1:17:03
: 70.0%	7000	42.2	48:10
: 80.0%	8000	42.3	27:32
: 90.0%	9000	42.3	12:02
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	12:53:11
: 30.0%	3000	41.8	5:38:39
: 40.0%	4000	41.8	3:13:45
: 50.0%	5000	41.8	2:01:14
: 60.0%	6000	41.8	1:17:41
: 70.0%	7000	41.8	48:36
: 80.0%	8000	41.8	27:48
: 90.0%	9000	41.8	12:10
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	13:00:54
: 30.0%	3000	42	5:41:43
: 40.0%	4000	42.1	3:15:18
: 50.0%	5000	42.1	2:02:05
: 60.0%	6000	42.2	1:18:09
: 70.0%	7000	42.2	48:51
: 80.0%	8000	42.3	27:55
: 90.0%	9000	42.3	12:13
: 100.0%	10000	42.4	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	13:04:12
: 30.0%	3000	41.8	5:43:28
: 40.0%	4000	41.8	3:16:29
: 50.0%	5000	41.8	2:02:57
: 60.0%	6000	41.8	1:18:46
: 70.0%	7000	41.8	49:17
: 80.0%	8000	41.8	28:12
: 90.0%	9000	41.9	12:21
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	13:11:51
: 30.0%	3000	42	5:46:30
: 40.0%	4000	42.1	3:18:03
: 50.0%	5000	42.1	2:03:48
: 60.0%	6000	42.2	1:19:15
: 70.0%	7000	42.2	49:32
: 80.0%	8000	42.2	28:19
: 90.0%	9000	42.3	12:23
: 100.0%	10000	42.3	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	13:15:09
: 30.0%	3000	41.8	5:48:16
: 40.0%	4000	41.8	3:19:14
: 50.0%	5000	41.8	2:04:40
: 60.0%	6000	41.8	1:19:53
: 70.0%	7000	41.8	49:58
: 80.0%	8000	41.8	28:35
: 90.0%	9000	41.9	12:31
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	13:22:52
: 30.0%	3000	42	5:51:20
: 40.0%	4000	42.1	3:20:48
: 50.0%	5000	42.1	2:05:31
: 60.0%	6000	42.1	1:20:21
: 70.0%	7000	42.2	50:14
: 80.0%	8000	42.2	28:42
: 90.0%	9000	42.3	12:33
: 100.0%	10000	42.3	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	13:26:09
: 30.0%	3000	41.8	5:53:05
: 40.0%	4000	41.8	3:21:59
: 50.0%	5000	41.8	2:06:23
: 60.0%	6000	41.8	1:20:58
: 70.0%	7000	41.8	50:40
: 80.0%	8000	41.8	28:59
: 90.0%	9000	41.9	12:41
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	13:33:49
: 30.0%	3000	42	5:56:07
: 40.0%	4000	42.1	3:23:32
: 50.0%	5000	42.1	2:07:14
: 60.0%	6000	42.1	1:21:27
: 70.0%	7000	42.2	50:55
: 80.0%	8000	42.2	29:06
: 90.0%	9000	42.3	12:44
: 100.0%	10000	42.3	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	13:37:09
: 30.0%	3000	41.8	5:57:54
: 40.0%	4000	41.8	3:24:44
: 50.0%	5000	41.8	2:08:06
: 60.0%	6000	41.8	1:22:04
: 70.0%	7000	41.8	51:21
: 80.0%	8000	41.8	29:22
: 90.0%	9000	41.9	12:51
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	13:44:46
: 30.0%	3000	42	6:00:54
: 40.0%	4000	42.1	3:26:16
: 50.0%	5000	42.1	2:08:57
: 60.0%	6000	42.1	1:22:32
: 70.0%	7000	42.2	51:36
: 80.0%	8000	42.2	29:29
: 90.0%	9000	42.3	12:54
: 100.0%	10000	42.3	0:00
: 10.0%	1000	41.8	--
: 20.0%	2000	41.8	13:48:04
: 30.0%	3000	41.8	6:02:40
: 40.0%	4000	41.8	3:27:28
: 50.0%	5000	41.8	2:09:48
: 60.0%	6000	41.8	1:23:10
: 70.0%	7000	41.8	52:02
: 80.0%	8000	41.8	29:46
: 90.0%	9000	41.9	13:02
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	42	13:55:46
: 30.0%	3000	42	6:05:43
: 40.0%	4000	42	3:29:01
: 50.0%	5000	42.1	2:10:40
: 60.0%	6000	42.1	1:23:38
